game_pk,stadium,temperature,condition,wind
777951,Comerica Park,78,Cloudy,"8 mph, Calm"
777953,Citizens Bank Park,79,Cloudy,"7 mph, Out To CF"
777950,Citi Field,67,Cloudy,"8 mph, Out To LF"
777959,Truist Park,76,Cloudy,"7 mph, L To R"
777952,Wrigley Field,63,Partly Cloudy,"8 mph, In From CF"
777949,Globe Life Field,82,Clear,"4 mph, Out To LF"
777948,Daikin Park,73,Roof Closed,"0 mph, None"
777947,Petco Park,64,Partly Cloudy,"11 mph, L To R"
777941,T-Mobile Park,62,Partly Cloudy,"8 mph, Out To CF"
777939,Oracle Park,58,Partly Cloudy,"13 mph, Out To CF"
777944,Progressive Field,71,Overcast,"10 mph, Out To LF"
777940,Comerica Park,67,Cloudy,"6 mph, In From LF"
777945,Great American Ball Park,67,Overcast,"3 mph, In From RF"
777935,Rogers Centre,68,Roof Closed,"0 mph, None"
777943,Citi Field,65,Cloudy,"8 mph, R To L"
777942,Truist Park,72,Partly Cloudy,"8 mph, R To L"
777936,Wrigley Field,64,Partly Cloudy,"10 mph, In From RF"
777934,Globe Life Field,74,Roof Closed,"0 mph, None"
777931,Daikin Park,73,Roof Closed,"0 mph, None"
777932,Petco Park,64,Partly Cloudy,"9 mph, L To R"
777926,T-Mobile Park,62,Cloudy,"6 mph, Out To LF"
777930,Oracle Park,60,Clear,"20 mph, Varies"
777937,Dodger Stadium,65,Clear,"3 mph, L To R"
777938,Oriole Park at Camden Yards,70,Partly Cloudy,"7 mph, In From RF"
777933,Citizens Bank Park,64,Overcast,"6 mph, In From RF"
777924,Oriole Park at Camden Yards,66,Cloudy,"7 mph, In From RF"
777938,Oriole Park at Camden Yards,70,Partly Cloudy,"7 mph, In From RF"
777922,Citizens Bank Park,61,Drizzle,"10 mph, In From RF"
777933,Citizens Bank Park,64,Overcast,"6 mph, In From RF"
777925,Progressive Field,75,Partly Cloudy,"8 mph, L To R"
777916,Oracle Park,64,Partly Cloudy,"6 mph, Out To CF"
777915,T-Mobile Park,54,Roof Closed,"0 mph, None"
777927,Comerica Park,75,Partly Cloudy,"6 mph, In From LF"
777923,Rogers Centre,68,Roof Closed,"0 mph, None"
777919,Citi Field,62,Cloudy,"11 mph, In From RF"
777928,Great American Ball Park,71,Partly Cloudy,"3 mph, In From RF"
777929,Truist Park,81,Partly Cloudy,"4 mph, Out To LF"
777921,Wrigley Field,60,Partly Cloudy,"9 mph, In From CF"
777918,Globe Life Field,74,Roof Closed,"0 mph, None"
777920,Daikin Park,73,Roof Closed,"0 mph, None"
777914,Petco Park,66,Partly Cloudy,"8 mph, L To R"
777917,Dodger Stadium,65,Clear,"4 mph, Varies"
777909,Truist Park,75,Partly Cloudy,"7 mph, In From RF"
777911,Oriole Park at Camden Yards,73,Partly Cloudy,"1 mph, Out To LF"
777912,Great American Ball Park,82,Partly Cloudy,"8 mph, R To L"
777913,Rogers Centre,60,Sunny,"9 mph, R To L"
777910,Globe Life Field,74,Roof Closed,"0 mph, None"
777946,Dodger Stadium,67,Clear,"4 mph, R To L"
777900,Wrigley Field,82,Sunny,"21 mph, Out To CF"
777902,Great American Ball Park,80,Partly Cloudy,"11 mph, R To L"
777905,Citizens Bank Park,73,Partly Cloudy,"5 mph, Out To CF"
777907,Oriole Park at Camden Yards,74,Partly Cloudy,"5 mph, R To L"
777904,Yankee Stadium,68,Overcast,"7 mph, R To L"
777906,Rogers Centre,65,Clear,"3 mph, In From LF"
777908,Fenway Park,76,Clear,"4 mph, Out To LF"
777903,loanDepot park,85,Clear,"14 mph, In From CF"
777901,Kauffman Stadium,77,Clear,"12 mph, Out To RF"
777895,Globe Life Field,74,Roof Closed,"0 mph, None"
777898,American Family Field,77,Roof Closed,"0 mph, None"
777897,Chase Field,87,Clear,"6 mph, Varies"
777896,Petco Park,62,Partly Cloudy,"6 mph, Out To RF"
777899,Dodger Stadium,63,Partly Cloudy,"8 mph, Out To CF"
777891,Oracle Park,60,Clear,"15 mph, Varies"
777888,Yankee Stadium,74,Sunny,"8 mph, Calm"
777881,Wrigley Field,64,Cloudy,"17 mph, Out To RF"
777886,Rogers Centre,68,Roof Closed,"0 mph, None"
777890,Oriole Park at Camden Yards,84,Partly Cloudy,"9 mph, Out To RF"
777889,loanDepot park,72,Roof Closed,"0 mph, None"
777894,Citizens Bank Park,84,Clear,"14 mph, Out To RF"
777892,Great American Ball Park,70,Partly Cloudy,"14 mph, Out To LF"
777882,Globe Life Field,74,Roof Closed,"0 mph, None"
777885,Kauffman Stadium,79,Clear,"6 mph, In From RF"
777893,Fenway Park,74,Partly Cloudy,"5 mph, Out To LF"
777883,American Family Field,70,Roof Closed,"0 mph, None"
777887,Chase Field,89,Cloudy,"13 mph, Varies"
777875,Petco Park,62,Partly Cloudy,"10 mph, L To R"
777879,Oracle Park,62,Clear,"19 mph, Varies"
777884,Dodger Stadium,63,Overcast,"2 mph, L To R"
777869,Globe Life Field,74,Roof Closed,"0 mph, None"
777873,Oriole Park at Camden Yards,77,Partly Cloudy,"12 mph, Out To RF"
777880,Citizens Bank Park,74,Partly Cloudy,"17 mph, Out To RF"
777876,Fenway Park,68,Cloudy,"9 mph, In From RF"
777871,Rogers Centre,68,Roof Closed,"0 mph, None"
777874,Great American Ball Park,73,Partly Cloudy,"4 mph, In From RF"
777877,loanDepot park,72,Dome,"0 mph, None"
777864,Kauffman Stadium,77,Partly Cloudy,"14 mph, In From LF"
777865,American Family Field,63,Roof Closed,"0 mph, None"
777872,Wrigley Field,54,Cloudy,"3 mph, In From CF"
777867,Oracle Park,69,Sunny,"13 mph, Varies"
777870,Chase Field,78,Roof Closed,"0 mph, None"
777866,Dodger Stadium,73,Partly Cloudy,"2 mph, Out To CF"
777868,Petco Park,64,Partly Cloudy,"8 mph, L To R"
777878,Yankee Stadium,70,Cloudy,"16 mph, Out To CF"
777859,PNC Park,65,Partly Cloudy,"10 mph, Out To RF"
777863,loanDepot park,72,Roof Closed,"0 mph, None"
777856,Fenway Park,55,Partly Cloudy,"15 mph, L To R"
777858,George M. Steinbrenner Field,87,Partly Cloudy,"13 mph, L To R"
777861,Target Field,57,Overcast,"18 mph, In From LF"
777857,Rate Field,49,Partly Cloudy,"14 mph, L To R"
777860,American Family Field,65,Roof Closed,"0 mph, None"
777862,Busch Stadium,83,Partly Cloudy,"12 mph, R To L"
777852,Coors Field,61,Cloudy,"5 mph, Out To CF"
777855,Oracle Park,65,Clear,"16 mph, Out To CF"
777853,Sutter Health Park,81,Clear,"11 mph, Out To CF"
777854,Dodger Stadium,71,Clear,"6 mph, Out To RF"
777847,PNC Park,66,Cloudy,"6 mph, In From LF"
777850,loanDepot park,72,Roof Closed,"0 mph, None"
777851,Fenway Park,52,Cloudy,"3 mph, In From CF"
777841,Nationals Park,68,Cloudy,"2 mph, In From CF"
777848,George M. Steinbrenner Field,87,Clear,"7 mph, Varies"
777849,Yankee Stadium,65,Clear,"8 mph, In From LF"
777845,Rogers Centre,68,Roof Closed,"0 mph, None"
777846,Rate Field,54,Drizzle,"16 mph, L To R"
777844,American Family Field,62,Roof Closed,"0 mph, None"
777840,Busch Stadium,81,Partly Cloudy,"15 mph, Out To RF"
777842,Coors Field,70,Clear,"14 mph, In From LF"
777836,Oracle Park,63,Clear,"11 mph, Out To CF"
777843,Sutter Health Park,84,Clear,"7 mph, Out To RF"
777838,Dodger Stadium,77,Clear,"2 mph, Varies"
777834,PNC Park,65,Partly Cloudy,"6 mph, In From RF"
777832,George M. Steinbrenner Field,91,Partly Cloudy,"11 mph, R To L"
777861,Target Field,57,Overcast,"18 mph, In From LF"
777833,loanDepot park,72,Roof Closed,"0 mph, None"
777826,American Family Field,64,Roof Closed,"0 mph, None"
777827,Busch Stadium,66,Sunny,"18 mph, Out To CF"
777830,Rate Field,51,Overcast,"11 mph, Out To RF"
777819,Oracle Park,65,Sunny,"8 mph, Out To CF"
777829,Target Field,46,Overcast,"5 mph, In From LF"
777831,Fenway Park,52,Overcast,"3 mph, In From RF"
777835,Yankee Stadium,53,Drizzle,"10 mph, In From RF"
777837,Rogers Centre,68,Roof Closed,"0 mph, None"
777823,Coors Field,75,Partly Cloudy,"9 mph, R To L"
777828,Sutter Health Park,85,Clear,"8 mph, Out To CF"
777824,Dodger Stadium,75,Clear,"2 mph, Out To RF"
777818,Yankee Stadium,50,Overcast,"16 mph, In From LF"
777816,Rogers Centre,68,Roof Closed,"0 mph, None"
777817,Coors Field,67,Sunny,"7 mph, In From LF"
777812,Sutter Health Park,81,Sunny,"7 mph, Out To CF"
777821,Comerica Park,54,Partly Cloudy,"6 mph, Out To CF"
777814,PNC Park,53,Overcast,"10 mph, Out To CF"
777820,Nationals Park,62,Cloudy,"9 mph, In From LF"
777822,Daikin Park,73,Roof Closed,"0 mph, None"
777815,Fenway Park,55,Cloudy,"9 mph, L To R"
777815,Fenway Park,55,Cloudy,"9 mph, L To R"
777811,Great American Ball Park,65,Partly Cloudy,"8 mph, Out To LF"
777806,PNC Park,58,Partly Cloudy,"11 mph, Out To CF"
777801,Nationals Park,66,Cloudy,"13 mph, L To R"
777810,George M. Steinbrenner Field,87,Partly Cloudy,"13 mph, L To R"
777807,Comerica Park,56,Partly Cloudy,"14 mph, Out To LF"
777808,Citi Field,59,Rain,"3 mph, Out To RF"
777813,Truist Park,75,Clear,"11 mph, Out To LF"
777805,Rate Field,55,Partly Cloudy,"9 mph, In From LF"
777800,Daikin Park,73,Roof Closed,"0 mph, None"
777799,Target Field,62,Partly Cloudy,"6 mph, In From LF"
777797,Busch Stadium,71,Partly Cloudy,"4 mph, Out To LF"
777802,Coors Field,81,Partly Cloudy,"12 mph, In From CF"
777798,Angel Stadium,70,Clear,"4 mph, Varies"
777804,Sutter Health Park,77,Clear,"7 mph, Out To CF"
777809,Fenway Park,59,Cloudy,"4 mph, In From LF"
777809,Fenway Park,59,Cloudy,"4 mph, In From LF"
777790,Fenway Park,60,Partly Cloudy,"10 mph, Varies"
777788,Target Field,63,Cloudy,"4 mph, In From CF"
777786,Busch Stadium,70,Cloudy,"8 mph, Out To LF"
777793,Nationals Park,70,Partly Cloudy,"5 mph, In From LF"
777794,PNC Park,61,Partly Cloudy,"11 mph, Out To RF"
777791,Great American Ball Park,70,Partly Cloudy,"3 mph, Out To RF"
777787,Daikin Park,73,Roof Closed,"0 mph, None"
777803,Truist Park,74,Partly Cloudy,"7 mph, Out To CF"
777792,Rate Field,60,Sunny,"5 mph, In From LF"
777782,Coors Field,66,Cloudy,"8 mph, In From CF"
777795,George M. Steinbrenner Field,89,Partly Cloudy,"5 mph, L To R"
777796,Comerica Park,63,Partly Cloudy,"7 mph, Out To CF"
777789,Citi Field,61,Partly Cloudy,"11 mph, Out To RF"
777784,Sutter Health Park,73,Clear,"14 mph, Varies"
777781,Angel Stadium,68,Clear,"7 mph, R To L"
777780,Comerica Park,59,Sunny,"5 mph, Out To CF"
777785,Fenway Park,59,Cloudy,"6 mph, L To R"
777778,Nationals Park,70,Partly Cloudy,"11 mph, L To R"
777776,PNC Park,63,Partly Cloudy,"10 mph, Out To CF"
777779,Great American Ball Park,68,Cloudy,"4 mph, L To R"
777775,George M. Steinbrenner Field,89,Sunny,"5 mph, L To R"
777774,Daikin Park,73,Roof Closed,"0 mph, None"
777772,Target Field,67,Partly Cloudy,"4 mph, In From LF"
777777,Rate Field,58,Cloudy,"7 mph, In From LF"
777766,Busch Stadium,62,Overcast,"9 mph, In From LF"
777768,Coors Field,59,Overcast,"7 mph, R To L"
777765,Sutter Health Park,74,Sunny,"9 mph, Out To CF"
777767,Angel Stadium,73,Partly Cloudy,"8 mph, Out To CF"
777783,Truist Park,74,Cloudy,"5 mph, Out To RF"
777773,Citi Field,64,Cloudy,"9 mph, L To R"
777770,Comerica Park,67,Sunny,"7 mph, L To R"
777764,American Family Field,62,Sunny,"12 mph, L To R"
777757,Wrigley Field,56,Partly Cloudy,"6 mph, In From CF"
777771,Oriole Park at Camden Yards,72,Partly Cloudy,"2 mph, In From LF"
777759,Globe Life Field,74,Roof Closed,"0 mph, None"
777760,Kauffman Stadium,64,Drizzle,"13 mph, R To L"
777758,Citi Field,73,Sunny,"6 mph, In From CF"
777769,Progressive Field,63,Partly Cloudy,"6 mph, In From CF"
777762,George M. Steinbrenner Field,89,Clear,"12 mph, Out To CF"
777761,Chase Field,76,Roof Closed,"0 mph, None"
777756,Petco Park,66,Partly Cloudy,"8 mph, L To R"
777763,Angel Stadium,68,Partly Cloudy,"2 mph, Out To CF"
777753,Progressive Field,68,Cloudy,"11 mph, Out To LF"
777754,Oriole Park at Camden Yards,64,Overcast,"6 mph, Out To LF"
777755,Comerica Park,70,Partly Cloudy,"14 mph, In From LF"
777748,Citizens Bank Park,69,Cloudy,"11 mph, Out To RF"
777746,George M. Steinbrenner Field,89,Partly Cloudy,"9 mph, Out To CF"
777749,Citi Field,68,Cloudy,"7 mph, Out To LF"
777750,Kauffman Stadium,63,Partly Cloudy,"6 mph, In From LF"
777747,American Family Field,69,Roof Closed,"0 mph, None"
777751,Wrigley Field,59,Partly Cloudy,"12 mph, In From LF"
777741,Globe Life Field,74,Roof Closed,"0 mph, None"
777752,Daikin Park,73,Roof Closed,"0 mph, None"
777745,Angel Stadium,68,Clear,"10 mph, Out To LF"
777744,Chase Field,76,Roof Closed,"0 mph, None"
777743,T-Mobile Park,69,Clear,"11 mph, L To R"
777742,Petco Park,64,Overcast,"7 mph, Out To RF"
777739,Progressive Field,59,Overcast,"8 mph, L To R"
777738,Comerica Park,58,Cloudy,"7 mph, In From LF"
777732,George M. Steinbrenner Field,89,Partly Cloudy,"8 mph, L To R"
777737,Citi Field,63,Drizzle,"8 mph, Out To LF"
777736,American Family Field,66,Roof Closed,"0 mph, None"
777734,Daikin Park,73,Roof Closed,"0 mph, None"
777729,Chase Field,76,Roof Closed,"0 mph, None"
777726,Petco Park,65,Partly Cloudy,"7 mph, L To R"
777740,Oriole Park at Camden Yards,61,Drizzle,"8 mph, In From RF"
777733,Kauffman Stadium,72,Partly Cloudy,"3 mph, Calm"
777731,Wrigley Field,56,Partly Cloudy,"7 mph, In From LF"
777724,Globe Life Field,74,Roof Closed,"0 mph, None"
777728,Angel Stadium,65,Partly Cloudy,"8 mph, Out To CF"
777730,T-Mobile Park,78,Clear,"9 mph, R To L"
777735,Citizens Bank Park,67,Cloudy,"6 mph, In From CF"
777735,Citizens Bank Park,67,Cloudy,"6 mph, In From CF"
777723,Citizens Bank Park,71,Cloudy,"9 mph, L To R"
777727,Rogers Centre,68,Roof Closed,"0 mph, None"
777725,Daikin Park,73,Roof Closed,"0 mph, None"
777722,T-Mobile Park,63,Clear,"9 mph, R To L"
777712,Wrigley Field,70,Overcast,"8 mph, Out To RF"
777720,Oriole Park at Camden Yards,74,Partly Cloudy,"1 mph, In From LF"
777715,Citizens Bank Park,75,Partly Cloudy,"7 mph, Out To CF"
777716,Rogers Centre,64,Cloudy,"5 mph, Out To RF"
777721,Progressive Field,66,Cloudy,"6 mph, L To R"
777718,Citi Field,66,Cloudy,"9 mph, Out To LF"
777717,loanDepot park,72,Roof Closed,"0 mph, None"
777719,Truist Park,75,Cloudy,"12 mph, Out To LF"
777709,Globe Life Field,81,Clear,"7 mph, In From CF"
777711,Kauffman Stadium,76,Clear,"7 mph, L To R"
777714,Daikin Park,73,Roof Closed,"0 mph, None"
777710,Chase Field,76,Roof Closed,"0 mph, None"
777707,Petco Park,68,Partly Cloudy,"9 mph, Out To RF"
777713,T-Mobile Park,72,Partly Cloudy,"9 mph, In From LF"
777708,Dodger Stadium,76,Clear,"6 mph, Out To RF"
777704,Wrigley Field,56,Partly Cloudy,"11 mph, In From LF"
777701,Rogers Centre,68,Roof Closed,"0 mph, None"
777697,Globe Life Field,86,Sunny,"3 mph, Out To RF"
777699,Oriole Park at Camden Yards,74,Partly Cloudy,"11 mph, Out To RF"
777702,Citizens Bank Park,71,Overcast,"14 mph, L To R"
777703,Progressive Field,55,Partly Cloudy,"16 mph, In From LF"
777694,Kauffman Stadium,84,Sunny,"10 mph, Out To RF"
777700,Citi Field,66,Partly Cloudy,"14 mph, Out To RF"
777693,Daikin Park,73,Roof Closed,"0 mph, None"
777706,Truist Park,77,Sunny,"14 mph, Out To LF"
777705,loanDepot park,72,Roof Closed,"0 mph, None"
777695,T-Mobile Park,57,Roof Closed,"0 mph, None"
777698,Dodger Stadium,84,Partly Cloudy,"5 mph, L To R"
777691,Petco Park,71,Partly Cloudy,"5 mph, R To L"
777696,Chase Field,76,Roof Closed,"0 mph, None"
777678,Globe Life Field,74,Roof Closed,"0 mph, None"
777692,Truist Park,77,Partly Cloudy,"7 mph, Out To LF"
777684,Oriole Park at Camden Yards,70,Sunny,"5 mph, Out To RF"
777688,Citizens Bank Park,68,Partly Cloudy,"15 mph, L To R"
777685,Rogers Centre,68,Roof Closed,"0 mph, None"
777683,Progressive Field,58,Partly Cloudy,"10 mph, In From LF"
777686,Citi Field,64,Partly Cloudy,"14 mph, Out To RF"
777689,loanDepot park,72,Roof Closed,"0 mph, None"
777677,Kauffman Stadium,84,Partly Cloudy,"3 mph, R To L"
777690,Daikin Park,73,Roof Closed,"0 mph, None"
777687,Wrigley Field,59,Sunny,"11 mph, In From RF"
777679,Chase Field,76,Roof Closed,"0 mph, None"
777680,T-Mobile Park,63,Partly Cloudy,"7 mph, L To R"
777681,Petco Park,72,Overcast,"10 mph, L To R"
777682,Dodger Stadium,81,Cloudy,"2 mph, L To R"
777673,loanDepot park,72,Roof Closed,"0 mph, None"
777670,Fenway Park,70,Partly Cloudy,"3 mph, Out To RF"
777671,Great American Ball Park,77,Clear,"5 mph, In From RF"
777674,Rate Field,84,Partly Cloudy,"9 mph, In From RF"
777676,Oracle Park,60,Partly Cloudy,"11 mph, Out To CF"
777669,Sutter Health Park,78,Clear,"10 mph, L To R"
777675,Dodger Stadium,69,Clear,"8 mph, Out To RF"
777663,PNC Park,83,Clear,"7 mph, R To L"
777666,loanDepot park,72,Roof Closed,"0 mph, None"
777659,Nationals Park,81,Clear,"7 mph, Out To LF"
777664,Yankee Stadium,74,Clear,"7 mph, R To L"
777665,Rogers Centre,69,Clear,"9 mph, Out To CF"
777667,Fenway Park,71,Clear,"3 mph, R To L"
777668,Great American Ball Park,84,Clear,"7 mph, In From RF"
777672,Truist Park,84,Clear,"10 mph, In From CF"
777662,George M. Steinbrenner Field,78,Cloudy,"8 mph, Out To CF"
777661,Rate Field,84,Cloudy,"16 mph, Out To LF"
777660,Busch Stadium,86,Clear,"16 mph, Out To LF"
777655,T-Mobile Park,73,Clear,"5 mph, Out To LF"
777656,Oracle Park,61,Clear,"10 mph, Out To CF"
777658,Sutter Health Park,84,Clear,"10 mph, Varies"
777657,Dodger Stadium,62,Overcast,"2 mph, Calm"
777652,loanDepot park,72,Roof Closed,"0 mph, None"
777647,Great American Ball Park,85,Sunny,"13 mph, R To L"
777649,Fenway Park,84,Cloudy,"10 mph, Out To RF"
777648,PNC Park,86,Partly Cloudy,"8 mph, R To L"
777650,Nationals Park,86,Clear,"11 mph, Out To CF"
777653,Yankee Stadium,78,Clear,"13 mph, L To R"
777651,Rogers Centre,68,Roof Closed,"0 mph, None"
777654,Truist Park,70,Rain,"9 mph, L To R"
777646,George M. Steinbrenner Field,76,Cloudy,"8 mph, R To L"
777639,Rate Field,59,Partly Cloudy,"6 mph, L To R"
777645,T-Mobile Park,68,Partly Cloudy,"3 mph, Out To CF"
777641,Oracle Park,58,Partly Cloudy,"12 mph, Out To CF"
777643,Sutter Health Park,85,Clear,"11 mph, Varies"
777638,Dodger Stadium,66,Clear,"5 mph, Out To CF"
777642,Busch Stadium,67,Partly Cloudy,"6 mph, In From LF"
777640,Truist Park,74,Cloudy,"3 mph, L To R"
777642,Busch Stadium,67,Partly Cloudy,"6 mph, In From LF"
777635,Busch Stadium,73,Cloudy,"7 mph, L To R"
777634,Rate Field,65,Cloudy,"6 mph, L To R"
777637,Rogers Centre,68,Roof Closed,"0 mph, None"
777636,Sutter Health Park,80,Sunny,"10 mph, Out To CF"
777628,T-Mobile Park,67,Sunny,"6 mph, L To R"
777633,Oracle Park,64,Sunny,"12 mph, Out To CF"
777631,Dodger Stadium,74,Sunny,"2 mph, Calm"
777630,PNC Park,69,Overcast,"6 mph, Out To RF"
777632,Nationals Park,84,Partly Cloudy,"2 mph, Out To CF"
777644,Yankee Stadium,86,Partly Cloudy,"8 mph, Out To LF"
777629,George M. Steinbrenner Field,87,Overcast,"7 mph, Out To CF"
777625,George M. Steinbrenner Field,87,Partly Cloudy,"8 mph, Out To CF"
777621,PNC Park,69,Rain,"3 mph, Out To CF"
777624,Nationals Park,81,Cloudy,"6 mph, Out To LF"
777627,Yankee Stadium,79,Cloudy,"6 mph, R To L"
777623,Great American Ball Park,79,Partly Cloudy,"5 mph, Out To LF"
777626,Comerica Park,72,Partly Cloudy,"7 mph, L To R"
777622,Progressive Field,66,Overcast,"7 mph, In From CF"
777618,Rate Field,67,Partly Cloudy,"11 mph, Out To RF"
777615,Target Field,71,Partly Cloudy,"4 mph, In From LF"
777617,American Family Field,70,Clear,"5 mph, L To R"
777620,Busch Stadium,71,Cloudy,"6 mph, In From LF"
777616,Coors Field,54,Partly Cloudy,"4 mph, R To L"
777614,Angel Stadium,70,Partly Cloudy,"10 mph, Out To CF"
777613,Sutter Health Park,85,Clear,"10 mph, Out To CF"
777619,Oracle Park,61,Partly Cloudy,"19 mph, Varies"
777609,Comerica Park,77,Sunny,"9 mph, L To R"
777623,Great American Ball Park,79,Partly Cloudy,"5 mph, Out To LF"
777600,Target Field,77,Partly Cloudy,"7 mph, R To L"
777601,Busch Stadium,71,Overcast,"6 mph, In From CF"
777610,Nationals Park,82,Partly Cloudy,"7 mph, In From LF"
777607,PNC Park,77,Partly Cloudy,"5 mph, Out To CF"
777598,Oracle Park,61,Partly Cloudy,"16 mph, Varies"
777612,Great American Ball Park,77,Partly Cloudy,"3 mph, Out To RF"
777608,Progressive Field,68,Partly Cloudy,"3 mph, Out To RF"
777606,Rate Field,72,Partly Cloudy,"9 mph, In From LF"
777611,George M. Steinbrenner Field,89,Partly Cloudy,"10 mph, Out To CF"
777605,Yankee Stadium,73,Partly Cloudy,"11 mph, In From LF"
777597,American Family Field,69,Cloudy,"6 mph, In From CF"
777603,Angel Stadium,72,Clear,"8 mph, R To L"
777604,Coors Field,81,Clear,"5 mph, L To R"
777599,Sutter Health Park,83,Partly Cloudy,"12 mph, Varies"
777592,George M. Steinbrenner Field,89,Partly Cloudy,"8 mph, Out To CF"
777586,American Family Field,77,Partly Cloudy,"9 mph, In From RF"
777596,Nationals Park,72,Overcast,"8 mph, R To L"
777595,PNC Park,64,Overcast,"9 mph, In From RF"
777602,Great American Ball Park,72,Overcast,"12 mph, Out To CF"
777594,Comerica Park,71,Partly Cloudy,"10 mph, In From LF"
777591,Progressive Field,69,Cloudy,"8 mph, Out To LF"
777585,Target Field,70,Partly Cloudy,"16 mph, Out To CF"
777590,Rate Field,78,Partly Cloudy,"4 mph, In From RF"
777582,Busch Stadium,78,Sunny,"8 mph, Out To RF"
777583,Coors Field,67,Cloudy,"5 mph, In From LF"
777588,Sutter Health Park,82,Sunny,"9 mph, Out To CF"
777587,Oracle Park,60,Partly Cloudy,"16 mph, Varies"
777589,Angel Stadium,75,Sunny,"8 mph, Out To RF"
777593,Yankee Stadium,68,Cloudy,"11 mph, In From RF"
777580,Progressive Field,71,Partly Cloudy,"10 mph, Out To RF"
777574,PNC Park,73,Cloudy,"6 mph, R To L"
777578,Citizens Bank Park,71,Cloudy,"8 mph, R To L"
777584,Fenway Park,61,Overcast,"4 mph, In From RF"
777575,American Family Field,70,Roof Closed,"0 mph, None"
777581,Busch Stadium,76,Partly Cloudy,"11 mph, L To R"
777576,Angel Stadium,70,Clear,"8 mph, Out To CF"
777579,Petco Park,65,Partly Cloudy,"7 mph, L To R"
777577,Chase Field,78,Roof Closed,"0 mph, None"
777573,Oriole Park at Camden Yards,81,Partly Cloudy,"7 mph, Out To RF"
777569,Progressive Field,72,Cloudy,"7 mph, L To R"
777566,PNC Park,74,Clear,"12 mph, Out To CF"
777571,Citizens Bank Park,77,Partly Cloudy,"12 mph, L To R"
777570,Citi Field,73,Partly Cloudy,"7 mph, Out To LF"
777565,Fenway Park,59,Overcast,"2 mph, Out To CF"
777557,Target Field,81,Partly Cloudy,"7 mph, Out To LF"
777572,Kauffman Stadium,84,Clear,"6 mph, Out To CF"
777568,American Family Field,69,Partly Cloudy,"8 mph, L To R"
777558,Busch Stadium,79,Clear,"3 mph, Out To RF"
777567,Daikin Park,73,Roof Closed,"0 mph, None"
777563,Coors Field,84,Cloudy,"5 mph, Out To CF"
777564,Angel Stadium,73,Clear,"9 mph, Out To CF"
777560,Petco Park,65,Cloudy,"6 mph, L To R"
777559,Chase Field,78,Roof Closed,"0 mph, None"
777552,PNC Park,73,Sunny,"9 mph, Out To LF"
777553,Citizens Bank Park,81,Sunny,"8 mph, Out To CF"
777549,Progressive Field,77,Sunny,"9 mph, L To R"
777554,American Family Field,83,Cloudy,"13 mph, In From RF"
777545,Busch Stadium,83,Partly Cloudy,"6 mph, R To L"
777548,Chase Field,78,Roof Closed,"0 mph, None"
777542,Angel Stadium,78,Sunny,"8 mph, Out To RF"
777543,Petco Park,66,Partly Cloudy,"8 mph, Out To RF"
777562,Oriole Park at Camden Yards,84,Clear,"6 mph, Out To RF"
777555,Citi Field,81,Clear,"9 mph, Out To RF"
777561,Fenway Park,80,Partly Cloudy,"3 mph, Out To RF"
777556,Target Field,68,Partly Cloudy,"6 mph, In From LF"
777551,Kauffman Stadium,86,Partly Cloudy,"9 mph, R To L"
777550,Daikin Park,73,Roof Closed,"0 mph, None"
777547,Coors Field,81,Partly Cloudy,"10 mph, R To L"
777544,Citi Field,87,Sunny,"9 mph, Out To RF"
777533,Target Field,68,Overcast,"9 mph, In From CF"
777534,Coors Field,87,Partly Cloudy,"7 mph, R To L"
777540,Oriole Park at Camden Yards,88,Partly Cloudy,"7 mph, In From CF"
777536,Kauffman Stadium,78,Cloudy,"8 mph, L To R"
777532,American Family Field,72,Roof Closed,"0 mph, None"
777541,Wrigley Field,64,Cloudy,"10 mph, In From LF"
777546,Daikin Park,73,Roof Closed,"0 mph, None"
777526,Wrigley Field,69,Cloudy,"4 mph, R To L"
777531,Citizens Bank Park,82,Partly Cloudy,"10 mph, R To L"
777530,Nationals Park,86,Cloudy,"7 mph, In From RF"
777539,Oriole Park at Camden Yards,86,Cloudy,"6 mph, R To L"
777538,Comerica Park,68,Overcast,"9 mph, In From LF"
777528,Citi Field,77,Cloudy,"7 mph, R To L"
777537,Fenway Park,65,Clear,"5 mph, In From RF"
777535,Truist Park,84,Partly Cloudy,"7 mph, In From RF"
777524,Globe Life Field,74,Roof Closed,"0 mph, None"
777529,Kauffman Stadium,80,Cloudy,"7 mph, In From CF"
777527,Daikin Park,73,Roof Closed,"0 mph, None"
777525,American Family Field,70,Roof Closed,"0 mph, None"
777521,Chase Field,78,Roof Closed,"0 mph, None"
777520,T-Mobile Park,62,Cloudy,"5 mph, Out To CF"
777522,Dodger Stadium,70,Partly Cloudy,"1 mph, L To R"
777514,Nationals Park,80,Partly Cloudy,"2 mph, In From LF"
777517,Comerica Park,71,Partly Cloudy,"10 mph, In From LF"
777513,Wrigley Field,64,Cloudy,"8 mph, In From CF"
777519,Oriole Park at Camden Yards,83,Overcast,"2 mph, In From CF"
777509,Citizens Bank Park,65,Overcast,"9 mph, In From RF"
777508,Globe Life Field,74,Roof Closed,"0 mph, None"
777511,Kauffman Stadium,86,Partly Cloudy,"12 mph, R To L"
777518,Citi Field,64,Cloudy,"9 mph, In From RF"
777510,Daikin Park,73,Roof Closed,"0 mph, None"
